service_date,department,payer_type,claims_submitted,claims_denied,claims_approved,gross_revenue,expected_reimbursement,payments_collected,patient_payments,ar_balance,days_in_ar,write_offs,adjustments
2035-01-15,Orthopedics,Self-Pay,1240,64,1176,692878,621953,516907,25768,1193616,142,27876,81811
2035-01-16,Pulmonology,Employer Plan,3966,453,3513,3143117,2813563,2612230,358101,2889013,16,108266,27204
2035-01-17,Neurology,Self-Pay,679,23,656,2590017,2183478,1957386,471358,690174,126,26968,34198
2035-01-18,Neurology,Medicaid,1054,145,909,2342458,2118543,1951614,205409,2645934,31,129702,82315
2035-01-19,Urology,Commercial,2793,103,2690,2806874,2587541,1968213,192093,1736414,111,197431,93608
2035-01-20,Oncology,Employer Plan,2284,83,2201,4582137,3756390,3607785,117251,2333925,22,104244,97353
2035-01-21,Emergency,Commercial,2358,302,2056,3717760,3573197,3101264,383612,566184,67,176341,76280
2035-01-22,Cardiology,Employer Plan,3048,137,2911,1428488,1251760,1011000,335775,2822455,159,97889,66156
2035-01-23,Emergency,Self-Pay,3412,275,3137,880733,784776,736592,62656,2538385,36,30097,57616
2035-01-24,Urology,Self-Pay,2052,95,1957,2125076,1715984,1642864,498933,1025302,145,133256,64262
2035-01-25,Neurology,Commercial,3629,371,3258,4130119,3488973,3023382,304088,572681,104,26086,35439
2035-01-26,Urology,Self-Pay,2012,224,1788,3966260,3544964,3033772,348820,1738313,125,149189,55858
2035-01-27,Radiology,Commercial,899,66,833,1392491,1311230,1078194,246049,446264,96,116362,1197
2035-01-28,Orthopedics,Medicare,1878,216,1662,853472,774309,732049,82439,2996712,50,156481,77188
2035-01-29,Emergency,Medicare,1669,56,1613,730736,652586,537372,113562,1148112,34,120066,84948
2035-01-30,Urology,Medicaid,2875,378,2497,3131126,3004201,2271520,235078,1391864,171,172558,64626
2035-01-31,Radiology,Commercial,3635,417,3218,1624120,1421014,1108159,365646,359897,30,12758,26246
2035-02-01,Pulmonology,Self-Pay,3782,152,3630,4852359,3983645,3255860,174078,1312321,25,135742,79023
2035-02-02,Oncology,Employer Plan,1759,82,1677,540032,444167,412914,482431,2107881,70,127477,48693
2035-02-03,Orthopedics,Employer Plan,3936,263,3673,2995609,2477124,2244029,27344,2645428,142,196135,15621
2035-02-04,Oncology,Commercial,2495,261,2234,4155795,3336866,2582616,320315,457179,8,65179,11293
2035-02-05,Emergency,Medicare,2675,297,2378,1728441,1594966,1257187,107294,878340,93,95659,89444
2035-02-06,Cardiology,Commercial,1773,251,1522,3590476,3225656,2917031,313937,263277,8,103589,56899
2035-02-07,Oncology,Medicaid,3459,221,3238,4054109,3455176,3001082,77494,1377264,10,112118,48277
2035-02-08,Orthopedics,Medicare,3758,273,3485,1058456,920006,799472,184511,2018130,78,119768,25412
2035-02-09,Radiology,Medicare,2323,258,2065,4901428,4442676,3616923,284797,1176737,125,133941,52785
2035-02-10,Radiology,Self-Pay,2108,141,1967,1328628,1129397,991704,103776,2112379,40,178620,29832
2035-02-11,Oncology,Commercial,1837,199,1638,649017,532418,506452,159135,607196,8,23138,88427
2035-02-12,Radiology,Medicare,2840,262,2578,1434248,1285663,1106327,169895,1577412,112,125819,16743
2035-02-13,Radiology,Medicaid,2414,93,2321,4419609,4108056,3186687,104879,1922302,164,2292,25169
2035-02-14,Radiology,Medicaid,953,70,883,597502,562971,503576,65635,81621,44,27267,30680
2035-02-15,Neurology,Medicare,523,12,511,521388,504555,385392,301921,277651,66,8842,63229
2035-02-16,Neurology,Medicaid,3752,466,3286,3544770,2850248,2313008,485648,1863302,162,125113,96640
2035-02-17,Emergency,Medicare,1272,180,1092,3311352,3166551,2700009,173520,789542,61,154031,45195
2035-02-18,Emergency,Employer Plan,3537,475,3062,1078468,944247,896400,167443,1814350,139,45547,40891
2035-02-19,Radiology,Medicaid,3959,287,3672,695589,652365,577808,338679,2384997,173,180174,52361
2035-02-20,Urology,Commercial,3356,151,3205,4741139,3921061,3443033,255751,2310158,48,109808,18158
2035-02-21,Pulmonology,Commercial,1868,133,1735,1790721,1433645,1115122,473453,1107615,138,184275,23224
2035-02-22,Cardiology,Medicaid,741,40,701,4328990,3946549,3151481,153288,2512890,34,77649,78970
2035-02-23,Urology,Medicaid,2817,403,2414,1633874,1542657,1203791,278476,2588640,15,165780,97501
2035-02-24,Cardiology,Employer Plan,2842,285,2557,500896,413688,327910,178627,1197191,159,67280,23991
2035-02-25,Urology,Medicaid,1580,133,1447,967951,912741,805449,69352,1290844,131,29151,2913
2035-02-26,Cardiology,Commercial,1348,123,1225,520596,435014,425086,368137,1552528,162,196388,88409
2035-02-27,Oncology,Medicare,3058,118,2940,1587747,1365015,1217885,499751,739616,53,128305,70603
2035-02-28,Orthopedics,Self-Pay,3308,458,2850,3905579,3190223,2708030,401185,888130,42,102955,69453
2035-03-01,Emergency,Employer Plan,987,33,954,4002652,3880414,3527176,426678,394789,142,97268,68943
2035-03-02,Oncology,Medicare,1765,117,1648,2888386,2659985,2148008,317112,323517,53,116556,4970
2035-03-03,Oncology,Medicare,2835,198,2637,524270,422477,329896,103506,1374323,142,107691,97655
2035-03-04,Radiology,Self-Pay,3907,487,3420,744862,632958,551034,31115,2138324,108,47035,41179
2035-03-05,Urology,Self-Pay,3142,174,2968,2381944,2198957,1732888,468061,176912,41,91106,90089
2035-03-06,Oncology,Medicaid,3528,310,3218,1594274,1444304,1130904,146257,2696208,90,190648,57551
2035-03-07,Orthopedics,Commercial,3344,419,2925,2307347,1936487,1624756,304263,1508621,60,187526,22266
2035-03-08,Cardiology,Self-Pay,2462,351,2111,3827943,3320880,3104699,97918,307737,60,90975,91003
2035-03-09,Emergency,Commercial,3815,258,3557,1629259,1439862,1094009,412786,2029570,66,178307,67407
2035-03-10,Neurology,Commercial,3444,253,3191,2598931,2186598,1834489,453290,79990,119,49995,89902
2035-03-11,Cardiology,Medicaid,1383,37,1346,2805751,2590025,1952729,440718,1210984,126,176538,10530
2035-03-12,Radiology,Medicaid,1228,70,1158,4876316,4592612,3534277,314007,868719,101,107284,7990
2035-03-13,Pulmonology,Employer Plan,1487,144,1343,1588594,1357290,1236076,148950,2618569,131,19955,98605
2035-03-14,Radiology,Medicaid,3646,245,3401,432460,374430,362986,25064,1658806,45,107325,42964
2035-03-15,Urology,Self-Pay,805,22,783,1602528,1335136,1260655,365152,1651048,15,143015,86442
2035-03-16,Oncology,Medicaid,2829,68,2761,658834,543567,485648,400558,2131394,94,100721,84618
2035-03-17,Oncology,Medicare,1984,51,1933,1893783,1553960,1223906,339933,321547,23,197614,4777
2035-03-18,Orthopedics,Self-Pay,3032,164,2868,1787174,1618176,1416915,424721,1221275,25,59568,56083
2035-03-19,Urology,Employer Plan,1596,149,1447,3230340,2824930,2206115,196154,2294462,84,60705,69500
2035-03-20,Neurology,Self-Pay,3304,256,3048,1724300,1636193,1314583,306484,2706293,174,134053,88830
2035-03-21,Urology,Self-Pay,1983,155,1828,2468769,2160098,1817083,381956,1820974,98,48060,70543
2035-03-22,Cardiology,Self-Pay,3495,410,3085,4055612,3398001,2579730,237017,831011,49,169079,2135
2035-03-23,Neurology,Medicare,2791,136,2655,3664363,2961987,2846247,86041,1140062,153,183260,80097
2035-03-24,Pulmonology,Medicare,972,136,836,2058068,1861511,1733936,194929,1443766,152,113240,80793
2035-03-25,Orthopedics,Medicaid,696,16,680,1374095,1229542,993978,320876,2938419,63,74110,49420
2035-03-26,Urology,Medicare,3960,515,3445,4660794,4201040,3714347,469269,2333494,110,196083,56640
2035-03-27,Cardiology,Self-Pay,3666,395,3271,1419457,1200624,1142193,22417,1791060,101,4006,26334
2035-03-28,Pulmonology,Medicare,913,36,877,1468697,1414367,1070286,239694,448584,6,195820,26655
2035-03-29,Neurology,Self-Pay,1360,52,1308,1980636,1849633,1544706,129922,2131116,45,68487,29783
2035-03-30,Cardiology,Medicaid,3202,84,3118,623373,567007,462061,27704,2789150,7,92022,30650
2035-03-31,Oncology,Commercial,1816,123,1693,1701551,1509516,1406338,208848,370402,68,94706,90654
2035-04-01,Emergency,Commercial,2542,220,2322,2195765,2017703,1827461,153198,919499,90,186840,98128
2035-04-02,Neurology,Employer Plan,3120,303,2817,1893423,1640449,1435060,193010,1242833,76,113083,9091
2035-04-03,Pulmonology,Medicaid,1671,120,1551,1294613,1095090,1028530,380315,866632,100,168757,48443
2035-04-04,Urology,Medicare,2701,89,2612,943237,774851,722683,127742,1831639,118,13673,70801
2035-04-05,Urology,Medicare,1173,77,1096,2061081,1827564,1577768,303966,1563662,98,76662,20909
2035-04-06,Emergency,Self-Pay,1910,179,1731,1020284,986584,854878,184387,2329562,127,178634,45190
2035-04-07,Oncology,Employer Plan,1228,160,1068,2004909,1943618,1742567,75195,1692440,26,155936,91853
2035-04-08,Emergency,Self-Pay,2996,222,2774,2567323,2262684,1934216,23982,1351027,131,187410,9011
2035-04-09,Emergency,Self-Pay,1986,101,1885,2060893,1824793,1375121,128481,1424553,169,124563,48952
2035-04-10,Radiology,Self-Pay,3999,520,3479,2670348,2579318,2406446,91902,1659057,50,97771,2972
2035-04-11,Orthopedics,Self-Pay,2675,209,2466,980465,947260,755551,453071,640588,25,182979,797
2035-04-12,Orthopedics,Medicare,787,108,679,779032,672021,504551,112006,2000067,94,47226,64263
2035-04-13,Pulmonology,Medicare,2228,166,2062,1597212,1459867,1354741,446018,1582428,50,191942,9328
2035-04-14,Cardiology,Employer Plan,2225,78,2147,2559249,2436835,2212121,406703,2968979,160,18444,56459
2035-04-15,Emergency,Medicaid,1359,132,1227,1716259,1442606,1193860,263145,2882087,42,95377,11043
2035-04-16,Urology,Employer Plan,1448,177,1271,1712873,1601089,1466981,376522,1480499,65,89919,21326
2035-04-17,Oncology,Medicaid,2246,261,1985,1541557,1305187,1138806,212659,1276748,173,43534,12548
2035-04-18,Pulmonology,Self-Pay,505,71,434,434521,382184,307365,272685,1931501,52,158618,59407
2035-04-19,Pulmonology,Employer Plan,1360,45,1315,3374182,3119544,2482610,309204,2015757,65,151146,14067
2035-04-20,Urology,Employer Plan,3264,468,2796,2779004,2461187,1912009,57830,765371,132,20615,87170
2035-04-21,Pulmonology,Employer Plan,2975,143,2832,2019770,1735812,1343380,37450,187239,146,49981,72127
2035-04-22,Emergency,Medicaid,2483,209,2274,2753510,2570276,1950454,403985,589393,147,198651,46749
2035-04-23,Orthopedics,Employer Plan,2367,318,2049,2638899,2485698,2039027,351910,2168350,61,134434,17016
2035-04-24,Radiology,Medicare,1373,86,1287,528733,424714,395496,203964,2913131,44,72602,55292
2035-04-25,Neurology,Medicaid,3257,201,3056,2697125,2536721,2107350,378737,2935644,125,30868,68561
2035-04-26,Urology,Medicare,3683,359,3324,4813576,4226865,3857525,451891,2256477,133,153950,62255
2035-04-27,Orthopedics,Employer Plan,1409,48,1361,4117489,3927819,3079916,317558,1045762,21,185960,77610
2035-04-28,Oncology,Employer Plan,3661,545,3116,370208,346724,310571,12846,2262306,65,7507,44815
2035-04-29,Neurology,Medicare,2533,186,2347,2813063,2575474,2102577,130302,146305,54,173127,1846
2035-04-30,Neurology,Employer Plan,3663,139,3524,4463543,3726335,3517564,434581,948713,36,13455,35510
2035-05-01,Urology,Employer Plan,1033,137,896,4676824,4333262,4263771,25152,760566,160,114633,41027
2035-05-02,Pulmonology,Employer Plan,3101,83,3018,1219333,1020587,968708,109082,1980191,64,157599,87106
2035-05-03,Cardiology,Self-Pay,1789,239,1550,586753,558616,509848,213020,2717670,90,1559,74686
2035-05-04,Pulmonology,Employer Plan,1761,98,1663,4435426,3931661,3211513,74384,1714297,151,94157,38164
2035-05-05,Cardiology,Medicare,1359,98,1261,4144894,3682645,3596746,116516,1987032,18,141613,79753
2035-05-06,Cardiology,Commercial,840,47,793,2584611,2445511,1928771,407661,1298605,82,42289,76697
2035-05-07,Urology,Medicare,1912,47,1865,3603186,2921361,2387169,249053,721997,95,69256,92105
2035-05-08,Cardiology,Commercial,2167,311,1856,867852,768956,612393,437385,1824195,109,62952,62495
2035-05-09,Urology,Employer Plan,3518,110,3408,835245,753235,571029,69507,1004775,82,449,94118
2035-05-10,Orthopedics,Medicare,2027,45,1982,1802889,1467597,1295298,147185,2165693,97,176889,65342
2035-05-11,Orthopedics,Medicare,1928,227,1701,2718128,2189901,1932196,282376,1731123,19,126007,26695
2035-05-12,Neurology,Self-Pay,620,71,549,1072698,936430,791474,456381,2061804,67,112685,61486
2035-05-13,Orthopedics,Commercial,2759,177,2582,2348529,2215547,1935241,167217,1181620,58,105044,80033
2035-05-14,Urology,Self-Pay,3382,67,3315,1552204,1335312,1272850,491404,1304362,146,87485,61278
2035-05-15,Cardiology,Commercial,3053,68,2985,2399132,2213791,1696342,243146,1974623,8,172339,60844
2035-05-16,Orthopedics,Commercial,593,25,568,398492,378947,295708,499634,862857,149,71787,77909
2035-05-17,Urology,Medicaid,3027,298,2729,3536554,3326951,2729885,26719,2952189,13,41435,22405
2035-05-18,Neurology,Self-Pay,1135,59,1076,2435763,2021618,1880001,42544,1931717,59,37701,43411
2035-05-19,Urology,Employer Plan,1649,93,1556,4526496,4367446,3562139,188462,1908953,178,129523,18277
2035-05-20,Radiology,Medicare,3917,568,3349,4028476,3345491,3240363,12067,177338,130,138983,27884
2035-05-21,Emergency,Medicare,895,122,773,4353105,3994536,3768559,45691,379685,140,185844,23284
2035-05-22,Oncology,Medicare,2433,88,2345,4342993,3590000,2861819,144551,2883439,111,22581,41755
2035-05-23,Emergency,Commercial,1378,136,1242,1393525,1290181,1191050,375843,1666615,9,38269,51134
2035-05-24,Pulmonology,Medicaid,3708,192,3516,2700083,2448481,2104151,456648,439101,78,96517,86234
2035-05-25,Cardiology,Self-Pay,2853,65,2788,2035808,1959684,1617628,442108,2607333,146,45184,41986
2035-05-26,Radiology,Commercial,2641,110,2531,2270855,2041933,1992789,296387,454693,1,93992,3121
2035-05-27,Neurology,Medicare,1130,37,1093,1726824,1603387,1541654,332519,1726748,81,186397,7041
2035-05-28,Urology,Medicare,2545,316,2229,797122,642034,584455,26227,176987,153,165622,90868
2035-05-29,Neurology,Medicaid,1610,39,1571,4371893,3845968,3483631,202157,483550,22,103281,10720
2035-05-30,Pulmonology,Self-Pay,2594,64,2530,673783,585281,557295,211919,1014452,164,187212,92310
2035-05-31,Emergency,Commercial,901,88,813,2064776,1809640,1662733,434553,2197838,130,75028,12372
2035-06-01,Pulmonology,Self-Pay,3704,520,3184,4426895,4203203,3800784,67177,468209,85,104687,8035
2035-06-02,Oncology,Commercial,3583,75,3508,4192301,3692169,3255982,24046,1317199,140,98982,54623
2035-06-03,Urology,Medicaid,1300,149,1151,3945296,3227666,2904755,497332,135122,160,99375,88626
2035-06-04,Orthopedics,Employer Plan,1995,135,1860,589115,558248,423918,321311,471224,152,121369,60267
2035-06-05,Oncology,Medicaid,1881,144,1737,3294246,2868976,2527504,101892,2363309,77,23731,72824
2035-06-06,Urology,Commercial,2061,141,1920,4658260,4212680,3464852,260166,1737679,18,52671,10808
2035-06-07,Orthopedics,Employer Plan,1065,107,958,2715460,2356243,1871613,76730,2603714,90,176914,3901
2035-06-08,Emergency,Commercial,2424,87,2337,735690,590503,542997,365632,216109,85,128056,53444
2035-06-09,Oncology,Commercial,3062,107,2955,4691764,4415850,3732098,212629,926111,154,110176,9266
2035-06-10,Oncology,Self-Pay,2375,151,2224,4140133,3720208,3196173,287532,1981958,127,85721,53359
2035-06-11,Pulmonology,Medicaid,2146,68,2078,434421,376619,291306,261161,2803056,10,83640,28602
2035-06-12,Oncology,Medicare,1330,177,1153,4055887,3276410,3021911,96298,2901090,100,53860,13470
2035-06-13,Pulmonology,Medicaid,2541,378,2163,1262054,1122693,1054288,286714,1023782,60,10543,38480
2035-06-14,Urology,Employer Plan,3103,451,2652,1561935,1470308,1412301,356212,299748,8,88619,79321
2035-06-15,Radiology,Self-Pay,3184,282,2902,1538560,1343863,1250510,448614,876396,90,37380,27261
2035-06-16,Cardiology,Medicare,2240,276,1964,2555360,2121386,1703148,298148,2368090,63,166259,83506
2035-06-17,Oncology,Commercial,2097,307,1790,4171896,3901714,3582456,467673,1347546,139,16589,47965
2035-06-18,Emergency,Medicare,3751,421,3330,4933513,3951186,3631109,165676,2727726,132,417,12095
2035-06-19,Cardiology,Self-Pay,3567,499,3068,4776806,4112845,3150583,466595,2209569,12,143838,87745
2035-06-20,Orthopedics,Employer Plan,1085,44,1041,2767676,2502901,2041183,187128,1527947,65,181799,36408
2035-06-21,Orthopedics,Medicare,1586,227,1359,4081605,3791688,2928953,160766,2649646,74,171983,35122
2035-06-22,Radiology,Medicaid,873,35,838,4036899,3276346,3115329,128558,2602209,16,142262,84355
2035-06-23,Cardiology,Medicare,2276,62,2214,4573464,3824447,3044371,11101,2135761,35,140263,2089
2035-06-24,Urology,Medicare,1563,230,1333,1181298,958891,895637,434982,741680,25,68804,4585
2035-06-25,Cardiology,Medicare,3204,475,2729,3369838,2879427,2234787,372207,2447678,87,147571,3184
2035-06-26,Orthopedics,Employer Plan,3553,120,3433,440012,393848,345700,456405,999605,147,181941,35385
2035-06-27,Orthopedics,Medicare,1522,111,1411,2039258,1824391,1657557,496509,1668239,165,50338,59668
2035-06-28,Neurology,Medicaid,3818,392,3426,1061003,878702,759429,86027,1948555,141,192553,87010
2035-06-29,Radiology,Medicaid,1804,235,1569,1435010,1347710,1281190,192187,2907053,11,86225,84319
2035-06-30,Emergency,Commercial,3275,223,3052,3377290,3072786,2900587,114761,884568,58,66256,64093
2035-07-01,Pulmonology,Self-Pay,2641,367,2274,568794,497357,487878,392686,1508728,30,196353,64968
2035-07-02,Neurology,Medicaid,2548,98,2450,327887,268708,239409,369718,381006,29,136097,99260
2035-07-03,Oncology,Commercial,1680,40,1640,2489576,2391087,2064463,333353,2172615,83,59652,38254
2035-07-04,Orthopedics,Medicare,961,69,892,2024620,1810383,1418014,239460,742393,109,93502,89891
2035-07-05,Emergency,Medicare,1513,134,1379,1588011,1318589,1208206,469944,2808452,76,168868,4292
2035-07-06,Pulmonology,Self-Pay,2147,299,1848,1838894,1754273,1475914,388525,1649573,143,48619,68605
2035-07-07,Oncology,Medicaid,2461,335,2126,576744,495267,487357,123348,477420,154,17346,5930
2035-07-08,Cardiology,Medicare,2728,207,2521,4364686,3747418,3112765,137037,2113489,121,144581,82472
2035-07-09,Cardiology,Commercial,3723,492,3231,787403,743820,606010,240736,1692812,59,156641,27651
2035-07-10,Cardiology,Commercial,3390,140,3250,3028854,2857989,2369172,249695,1849913,94,75575,78275
2035-07-11,Urology,Medicaid,516,24,492,1283544,1126550,889847,470011,1835078,100,17137,28169
2035-07-12,Urology,Medicare,2449,211,2238,3383317,2891127,2610679,289047,589567,160,165187,12542
2035-07-13,Pulmonology,Self-Pay,1220,32,1188,2339453,1894090,1547532,78256,1354561,56,169219,79024
2035-07-14,Pulmonology,Employer Plan,740,87,653,3039997,2858035,2589225,98946,1256377,61,195572,97416
2035-07-15,Urology,Employer Plan,3707,332,3375,2955951,2377137,2181316,50803,74512,3,148761,43587
2035-07-16,Oncology,Commercial,3554,137,3417,2199164,2041273,1570494,90025,1322774,175,28052,9985
2035-07-17,Cardiology,Self-Pay,3246,280,2966,3085224,2782447,2258661,418245,2631527,110,5857,27969
2035-07-18,Cardiology,Employer Plan,1718,145,1573,2498032,2255964,1891859,487713,195414,74,80063,41162
2035-07-19,Radiology,Medicare,1132,116,1016,3854020,3151587,2734283,63093,1715909,38,18001,55028
2035-07-20,Cardiology,Medicare,1562,42,1520,4246726,3450560,3406420,178264,176714,154,197623,44874
2035-07-21,Oncology,Medicare,3176,215,2961,4051288,3606325,3341109,364950,1544640,29,118590,49996
2035-07-22,Urology,Employer Plan,2433,303,2130,2994887,2864044,2336295,329835,2082061,21,115489,12236
2035-07-23,Neurology,Employer Plan,3290,76,3214,2076252,1899714,1475287,361303,1471128,169,102301,69453
2035-07-24,Urology,Self-Pay,2527,260,2267,4171370,3997068,3676298,102647,1864187,179,102690,25534
2035-07-25,Orthopedics,Self-Pay,2968,191,2777,2696378,2506033,2230994,420898,2671930,63,41520,49032
